time,symbol,text,raw_text,url,src_sentiment,raw_title,source_name,sentiment
2019-10-21 13:25:53-04:00,PTON,peloton bullish analysts fail generate needed excitement peloton interactive inc nasdaq pton proved another disappointing initial public offering unicorn category,Peloton Interactive Inc. (NASDAQ: PTON) proved to be another disappointing initial public offering in the unicorn category.,https://247wallst.com/consumer-products/2019/10/21/pelotons-bullish-analysts-fail-to-generate-needed-excitement/,Negative,Peloton’s Bullish Analysts Fail to Generate Needed Excitement,24/7 Wall Street,-1
2019-10-21 13:45:12-04:00,PTON,peloton stock takes spill even ipo underwriters cheer shares peloton interactive slumped monday even multitude buy ratings stationary bike seller ipo banks underscoring wall street growing exhaustion money losing startups,"Shares of Peloton Interactive  slumped 6% on Monday, even after a multitude of buy ratings from the stationary bike seller's IPO banks, underscoring Wall Street's growing exhaustion from money-losing startups.",https://www.reuters.com/article/us-usa-stocks-peloton/pelotons-stock-takes-a-spill-even-as-ipo-underwriters-cheer-it-on-idUSKBN1X0200,Negative,"Peloton's stock takes a spill, even as IPO underwriters cheer it on",Reuters,-1
2019-10-22 12:36:51-04:00,PTON,market punished stocks monday yes printed word still effect stocks even century,"Yes, the printed word can still have an effect on stocks, even in the 21st century.",https://www.fool.com/investing/2019/10/22/why-the-market-punished-these-2-stocks-on-monday.aspx,Negative,Why the Market Punished These 2 Stocks on Monday,The Motley Fool,-1
2019-10-24 09:55:07-04:00,PTON,stocks highest short percent float traders often look short interest get sense many people bearish stock strong possibility short squeeze,Traders often look at short interest to get a sense of how many people are bearish on a stock and how strong the possibility of a short squeeze is.,https://www.benzinga.com/top-stories/19/10/14654632/9-stocks-with-the-highest-short-percent-of-float,Negative,9 Stocks With The Highest Short Percent Of Float,Benzinga,0
2019-11-04 15:04:00-05:00,PTON,key economic data peloton earnings xi jinping comments things watch tuesday key economic data released tuesday peloton file first quarterly report public company,Key economic data is released on Tuesday and Peloton will file its first quarterly report as a public company.,https://www.cnbc.com/2019/11/04/market-outlook-tuesday-services-data-peloton-earnings-xi-jinping-comments.html,Negative,"Key economic data, Peloton earnings, Xi Jinping comments: 3 things to watch Tuesday",CNBC,-1
2019-11-05 06:50:00-05:00,PTON,connected fitness company peloton reports earnings bell connected fitness company peloton reports earnings tuesday bell first time peloton report since making public debut,"Connected fitness company Peloton reports earnings Tuesday before the bell, the first time Peloton will report since making its public debut.",https://www.cnbc.com/2019/11/05/peloton-pton-earnings-q1-2020.html,Neutral,Connected fitness company Peloton reports earnings before the bell,CNBC,0
2019-11-05 07:23:32-05:00,PTON,peloton stock premarket evenue beat offsets wider expected loss peloton interactive inc pton said tuesday net loss million share third quarter loss million share year earlier period,"Peloton Interactive Inc. PTON, -1.52% said Tuesday it had a net loss of $49.8 million, or $1.29 a share, in the third quarter, after a loss of $54.6 million, or $2.18 a share, in the year-earlier period.",https://www.marketwatch.com/story/peloton-stock-up-4-premarket-as-evenue-beat-offsets-wider-than-expected-loss-2019-11-05,Positive,Peloton stock up 4% premarket as evenue beat offsets wider-than-expected loss,Market Watch,0
2019-11-05 07:45:21-05:00,PTON,peloton interactive sales climb year year topping views fitness equipment online coaching service peloton interactive tuesday beat wall street sales target fiscal first quarter loss larger expected peloton stock rose,"Fitness equipment and online coaching service Peloton Interactive on Tuesday beat Wall Street's sales target for its fiscal first quarter, but its loss was larger than expected. Peloton stock rose.",https://www.investors.com/news/technology/click/peloton-earnings-q1-2020-peloton-stock/,Positive,"Peloton Interactive Sales Climb 103% Year Over Year, Topping Views",Investors Business Daily,0
2019-11-05 08:11:03-05:00,PTON,peloton reports first sales beat public company peloton nasdaq pton tuesday released first quarterly results public company first quarter sales million beat analyst consensus estimate million estimate,"Peloton (NASDAQ: PTON) on Tuesday released its first quarterly results as a public company, with first-quarter 2020 sales at $228 million, which beat the analyst consensus estimate of a $196.86 million estimate.",https://www.benzinga.com/news/earnings/19/11/14730577/peloton-reports-first-sales-beat-as-a-public-company,Positive,Peloton Reports First Sales Beat As A Public Company,Benzinga,0
2019-11-05 08:59:07-05:00,PTON,peloton really back track peloton interactive inc nasdaq pton released fiscal first quarter earnings report opening bell tuesday,Peloton Interactive Inc. (NASDAQ: PTON) released its fiscal first-quarter earnings report before the opening bell Tuesday.,https://247wallst.com/consumer-products/2019/11/05/is-peloton-really-back-on-track-after-q1/,Positive,Is Peloton Really Back on Track?,24/7 Wall Street,0
