time,symbol,text,raw_text,url,src_sentiment,raw_title,source_name
2020-06-08 18:31:11-04:00,BP,company slashes jobs oil stocks surge global oil giant told employees headcount cut coming oil market remains turmoil,The global oil giant told employees a headcount cut was coming as the 2020 oil market remains in turmoil.,https://www.fool.com/investing/2020/06/08/bp-slashes-10000-jobs-as-oil-stocks-surge.aspx,Neutral,"BP Slashes 10,000 Jobs as Oil Stocks Surge",The Motley Fool
2020-06-08 14:29:27-04:00,BP,company cuts jobs coronavirus hits oil demand company plc nyse company cutting jobs following global slump demand oil due coronavirus crisis ceo bernard looney announced monday,"BP plc (NYSE: BP) is cutting 10,000 jobs following a global slump in demand for oil due to the coronavirus crisis, CEO Bernard Looney announced Monday.",https://www.benzinga.com/news/20/06/16203876/bp-cuts-10k-jobs-as-coronavirus-hits-oil-demand,Negative,BP Cuts 10K Jobs As Coronavirus Hits Oil Demand,Benzinga
2020-06-08 11:19:42-04:00,BP,company set slash jobs make worries disappear says ceo really sorry hurt lot people know love company much says looney,"""I am really sorry that this will hurt a lot of people who I know love this company as much as I do,"" says Looney.",https://www.forbes.com/sites/christopherhelman/2020/06/08/bp-set-to-slash-10000-jobs-i-cant-make-your-worries-disappear-says-ceo/,Negative,"BP Set To Slash 10,000 Jobs: ‘I Can’t Make Your Worries Disappear,’ Says CEO",Forbes
2020-06-08 09:46:02-04:00,BP,company cut jobs oil price crash company cutting jobs reels crash oil prices tries pivot toward renewable energy,"BP is cutting 10,000 jobs as it reels from a crash in oil prices and tries to pivot toward renewable energy.",https://www.cnn.com/2020/06/08/business/bp-job-cuts/index.html,Negative,"BP to cut 10,000 jobs because of oil price crash",CNN Business
2020-06-08 09:24:21-04:00,BP,company axe jobs response coronavirus downturn jobs cuts largely affect management roles part oil major transition plans,"Jobs cuts will largely affect management roles and are part of oil major's ""transition plans.""",https://www.forbes.com/sites/gauravsharma/2020/06/08/bp-will-axe-10000-jobs-in-response-to-coronavirus-downturn/,Negative,"BP Will Axe 10,000 Jobs In Response To Coronavirus Downturn",Forbes
2020-06-08 09:15:32-04:00,BP,company cut jobs worldwide amid huge drop demand oil ceo tells staff company responding economic fallout covid pandemic,CEO tells staff company is responding to economic fallout of the Covid-19 pandemic,https://www.theguardian.com/business/2020/jun/08/bp-to-cut-10000-jobs-worldwide-amid-huge-drop-in-demand-for-oil-covid-19,Negative,"BP to cut 10,000 jobs worldwide amid huge drop in demand for oil",The Guardian
2020-06-08 08:40:40-04:00,BP,company cut jobs reports oil major company company company plans cut company jobs reuters reported citing phone call ceo bernard looney staff,"Oil major BP BP, +7.86% BP, +3.03% plans to cut 10,000 out of the company's 70,100 jobs, Reuters reported, citing a phone call CEO Bernard Looney had with staff.",https://www.marketwatch.com/story/bp-to-cut-10000-jobs-reports-2020-06-08,Negative,"BP to cut 10,000 jobs: reports",Market Watch
2020-06-08 08:24:26-04:00,BP,exclusive oil major company cut workforce company cut workforce response coronavirus crisis part chief executive bernard looney plan shift oil gas major renewable energy said monday,"BP will cut about 15% of its workforce in response to the coronavirus crisis and as part of Chief Executive Bernard Looney's plan to shift the oil and gas major to renewable energy, it said on Monday.",https://www.reuters.com/article/us-bp-jobs-exclusive/exclusive-oil-major-bp-to-cut-15-of-workforce-idUSKBN23F1D9,Negative,Exclusive: Oil major BP to cut 15% of workforce,Reuters
2020-06-05 16:29:00-04:00,BP,energy stocks lift stock markets toward new highs investors definitely exuberant friday irrational,"Investors were definitely exuberant Friday, but are they being irrational?",https://www.fool.com/investing/2020/06/05/energy-stocks-lift-stock-markets-toward-new-highs.aspx,Positive,Energy Stocks Lift Stock Markets Toward New Highs,The Motley Fool
2020-06-05 14:23:00-04:00,BP,integrated oil giants exxonmobil chevron company total shell took today oil economically sensitive commodity good news opec u,Oil is an economically sensitive commodity. With good news from OPEC and the U.S.,https://www.fool.com/investing/2020/06/05/why-integrated-oil-giants-exxonmobil-chevron-bp-to.aspx,Positive,"Why Integrated Oil Giants ExxonMobil, Chevron, BP, Total, and Shell Took Off Today",The Motley Fool
