time,symbol,text,raw_text,url,src_sentiment,raw_title,source_name,sentiment
2018-04-16 20:00:00-04:00,NFLX,cash burn concern netflix says helfstein jason helfstein oppenheimer senior analyst discusses outlook netflix bloomberg shery ahn bloomberg markets,"Jason Helfstein, Oppenheimer senior analyst, discusses the outlook for Netflix with Bloomberg's Shery Ahn on Bloomberg Markets.",https://www.youtube.com/watch?v=wjJnT3IFn4s,Neutral,"Cash Burn 'Not a Concern' for Netflix, Says Helfstein",Bloomberg Technology,1
2018-04-29 20:00:00-04:00,NFLX,streaming disrupting entertainment industry entertainment media ventures founder sandy climan consumer shift streaming,Entertainment Media Ventures founder Sandy Climan on the consumer shift to streaming.,https://www.youtube.com/watch?v=TMQxQtxOSYU,Neutral,How streaming is disrupting the entertainment industry,Fox Business,0
2018-05-21 20:00:00-04:00,NFLX,jim cramer markets oil general electric zillow micron thestreet founder action alerts plus portfolio manager jim cramer weighs tuesday trending market topics floor new york stock exchange talks rise oil prices general electric ge outlook zillow z plans enter new line business micron technology mu,"TheStreet's founder and Action Alerts PLUS Portfolio Manager Jim Cramer weighs in on Tuesday's trending market topics from the floor of the New York Stock Exchange. He talks about the rise in oil prices, General Electric's GE outlook, Zillow's Z plans to enter a new line of business and Micron Technology MU .",https://www.youtube.com/watch?v=Zu_i1fEHGeI,Neutral,"Jim Cramer on the Markets, Oil, General Electric, Zillow and Micron",The Street,0
2018-05-24 20:00:00-04:00,NFLX,netflix vs disney battle valuable media company vident financial chief economist jerry bowyer netflix big spending programming rise netflix shares,Vident Financial Chief Economist Jerry Bowyer on Netflix' big spending on programming and the rise in Netflix' shares.,https://www.youtube.com/watch?v=9pBONZQkNkw,Neutral,Netflix vs. Disney: Battle for most valuable media company,Fox Business,0
2018-05-31 20:00:00-04:00,NFLX,netflix looks like taking world netflix bulls encouraged new data streaming giant survey shows people unlikely subscribe netflix next months twitter tesla ceo elon musk responded thestreet founder jim cramer executive editor brian sozzi regarding boeing ceo dennis muilenberg claim aerospace giant get mars spacex,"Netflix bulls should be encouraged by new data on the streaming giant. A survey shows that 84% of people are unlikely to not subscribe to Netflix in the next 6 months. And on Twitter, Tesla CEO Elon Musk responded to TheStreet founder Jim Cramer and executive editor Brian Sozzi regarding Boeing CEO Dennis Muilenberg's claim that the aerospace giant will get to Mars before SpaceX.",https://www.youtube.com/watch?v=ZBuw_1az_Xw,Neutral,Netflix Looks Like It's Taking Over the World,The Street,0
2018-06-04 20:00:00-04:00,NFLX,apple nears market cap fortune magazine executive editor adam lashinsky outlook apple,Fortune Magazine Executive Editor Adam Lashinsky on the outlook for Apple.,https://www.youtube.com/watch?v=6BVyoRwVwj4,Neutral,Apple nears $1T market cap,Fox Business,0
2018-06-12 20:00:00-04:00,NFLX,netflix taken steelhouse ceo mark douglas future netflix,SteelHouse CEO Mark Douglas on the future of Netflix.,https://www.youtube.com/watch?v=HImeospbbac,Neutral,Netflix can't be taken over?,Fox Business,1
2018-06-12 20:00:00-04:00,NFLX,netflix shakes disney media companies disney comcast cbs traditional media companies frustrated investors given netflix seemingly unfair advantage netflix spends content shares go cnbc alex sherman explains netflix strategy shaking traditional media companies,"Disney, Comcast, CBS and other traditional media companies are frustrated that investors have given Netflix a seemingly unfair advantage. The more Netflix spends on content, the more its shares go up. CNBC's Alex Sherman explains how Netflix's strategy is shaking up traditional media companies.",https://www.youtube.com/watch?v=MN3UXqAa7bw,Neutral,Netflix Shakes Up Disney And Other Media Companies,CNBC,1
2018-06-13 20:00:00-04:00,NFLX,jim cramer jpmorgan amazon walmart netflix salesforce thestreet founder action alerts plus portfolio manager jim cramer weighs thursday trending stocks floor new york stock exchange including jpmorgan chase amazon walmart restoration hardware netflix salesforce,"TheStreet's founder and Action Alerts PLUS Portfolio Manager Jim Cramer weighs in on Thursday's trending stocks from the floor of the New York Stock Exchange including JPMorgan Chase, Amazon, Walmart, Restoration Hardware, Netflix, and Salesforce.",https://www.youtube.com/watch?v=cm1xC9okLhE,Neutral,"Jim Cramer on JPMorgan, Amazon, Walmart, Netflix and Salesforce",The Street,1
2018-06-20 20:00:00-04:00,NFLX,jim cramer intel ceo disney netflix micron williams sonoma thestreet founder action alerts plus portfolio manager jim cramer weighs thursday trending stocks floor new york stock exchangeyou also find us,TheStreet's founder and Action Alerts PLUS Portfolio Manager Jim Cramer weighs in on Thursday's trending stocks from the floor of the New York Stock ExchangeYou can also find us on...,https://www.youtube.com/watch?v=kkc4WzrKul4,Neutral,"Jim Cramer on Intel CEO, Disney, Netflix, Micron & Williams Sonoma",The Street,0
2018-06-21 20:00:00-04:00,NFLX,right ceo netflix stock ceo randall stephenson came bullish future tv wells fargo conference thursday makes sense light mega deal time warner netflix shares hovering around time high suggests stephenson temper enthusiasm,"AT&T's CEO Randall Stephenson came out very bullish on the future of TV at a Wells Fargo conference on Thursday. Makes sense in light of his mega deal for Time Warner. But, Netflix shares hovering around an all-time high suggests Stephenson should temper his enthusiasm.",https://www.youtube.com/watch?v=7vyuJhN5zOk,Neutral,Who's Right: AT&T's CEO or Netflix Stock?,The Street,0
2018-06-28 20:00:00-04:00,NFLX,netflix everything everyone netflix sitting streaming throne lives old motto content king,"Netflix is sitting on the streaming throne because it lives by the old motto, ""content is king.""",https://www.youtube.com/watch?v=PAwREs7snJk,Neutral,How Netflix is everything to everyone,CNN,0
2018-07-03 20:00:00-04:00,NFLX,future stocks least july holiday week trade war fears dominated talk tuesday holiday shortened session july approaching thestreet looks host stocks consider researching,"Trade war fears dominated talk in Tuesday's holiday shortened session. With July 4 approaching, TheStreet looks at a host of stocks you should consider researching further.",https://www.youtube.com/watch?v=Q45PxKJ6GaI,Neutral,The Future of Stocks (At Least for the July 4 Holiday Week),The Street,0
2018-07-08 20:00:00-04:00,NFLX,investors flock netflix shares td ameritrade jj kinahan discusses investor stock picks sentiment amid trade war concerns v,TD Ameritrade's JJ Kinahan discusses investor stock picks and sentiment amid trade war concerns.v,https://www.youtube.com/watch?v=AjUfgn96i0E,Neutral,Investors flock into AT&T and Netflix shares,CNBC Television,0
2018-07-09 20:00:00-04:00,NFLX,three companies responsible p gains amazon netflix microsoft lead p gains massive way,"Amazon, Netflix, Microsoft lead the S&P's gains in a massive way.",https://www.youtube.com/watch?v=6jle1SH71qo,Neutral,These three companies are responsible for 70% of S&P gains,CNBC Television,0
2018-07-11 20:00:00-04:00,NFLX,ubs downgrades netflix buy neutral short medium term call says eric sheridan ubs discussing downgrade netflix,"This is both a short and medium-term call, says Eric Sheridan, UBS, discussing his downgrade on Netflix.",https://www.youtube.com/watch?v=-n5g0vsgFsQ,Neutral,UBS downgrades Netflix from buy to neutral,CNBC Television,0
2018-07-12 20:00:00-04:00,NFLX,keep eye amazon netflix say pro jason pride glenmede chief investment officer provides insight earnings tech sector,"Jason Pride, Glenmede chief investment officer, provides insight to earnings and the tech sector.",https://www.youtube.com/watch?v=xMJuOZTi-AI,Neutral,"Keep your eye on Amazon and Netflix, say pro. Here's why",CNBC Television,0
2018-07-12 20:00:00-04:00,NFLX,netflix breaks hbo emmy nomination streak foxlight host michael tammero dwayne rock johnson new movie skyscraper netflix emmy nominations,"""In the FOXlight"" host Michael Tammero on Dwayne 'The Rock' Johnson's new movie ""Skyscraper"" and Netflix' Emmy nominations.",https://www.youtube.com/watch?v=9cAFPRnGZOM,Neutral,Netflix breaks HBO's Emmy nomination streak,Fox Business,0
2018-07-12 20:00:00-04:00,NFLX,netflix earnings forecast monday alan gould loop capital markets cnbc contributor ed lee new york times join cnbc contributor evan newmark cnbc sara eisen mike santoli predict netflix earnings look monday,"Alan Gould of Loop Capital Markets and CNBC contributor Ed Lee of The New York Times join CNBC contributor Evan Newmark, CNBC's Sara Eisen and Mike Santoli to predict how Netflix's earnings will look on Monday.",https://www.youtube.com/watch?v=mSxaPSrz-4M,Neutral,Netflix earnings forecast for Monday,CNBC Television,0
2018-07-12 20:00:00-04:00,NFLX,bulls bet netflix industrial giant halftime report trader jon najarian spots unusual activity netflix deere plus trade update square,"""Halftime Report"" trader Jon Najarian spots unusual activity in Netflix and Deere. Plus: a trade update on Square.",https://www.youtube.com/watch?v=lNJ9wQtpLi8,Neutral,"Bulls bet on Netflix, this industrial giant",CNBC Television,0
2018-07-15 20:00:00-04:00,NFLX,shark tank star kevin leary netflix amazon trade worries shark tank star kevin leary bullish technology stocks,Shark Tank star Kevin O'Leary is bullish on technology stocks.,https://www.youtube.com/watch?v=CU-i1DPHN38,Neutral,"Shark Tank Star Kevin O'Leary on Netflix, Amazon and Trade Worries",The Street,0
2018-07-15 20:00:00-04:00,NFLX,final trade googl bac fast money traders share final trades day including google bank america netflix us bancorp,"The ""Fast Money"" traders share their final trades of the day, including Google, Bank of America, Netflix and US Bancorp.",https://www.youtube.com/watch?v=kpKckoLcbMQ,Neutral,"Final Trade: GOOGL, BAC & more",CNBC Television,0
2018-07-15 20:00:00-04:00,NFLX,netflix tanks huge subscriber miss netflix tanks earnings posts huge subscriber miss cnbc melissa lee fast money traders tim seymour karen finerman david seaburg guy adami,"Netflix tanks on earnings after it posts a huge subscriber miss. With CNBC's Melissa Lee and the Fast Money traders, Tim Seymour, Karen Finerman, David Seaburg, and Guy Adami.",https://www.youtube.com/watch?v=UQWCEWi_SPo,Neutral,Netflix tanks after huge subscriber miss,CNBC Television,0
2018-07-15 20:00:00-04:00,NFLX,netflix continues produce tidal wave streaming content says variety managing editor cynthia littleton variety tv managing editor discusses netflix enormous growth stunning influence,"Cynthia Littleton, Variety TV managing editor, discusses Netflix's enormous growth and ""stunning"" influence.",https://www.youtube.com/watch?v=DxkRcytg6s4,Neutral,"Netflix continues to produce 'tidal wave' of streaming content, says Variety managing editor",CNBC Television,0
2018-07-15 20:00:00-04:00,NFLX,apple killer services business profit monster within years forget amazon prime day second remember apple,Forget Amazon Prime Day for a second. Remember Apple?,https://www.youtube.com/watch?v=KM5YCS5abc4,Neutral,Apple's Killer Services Business Will Be a Profit Monster Within 10 Years,The Street,0
2018-07-16 20:00:00-04:00,NFLX,fed factor trades fast money traders give ways trade powell comments today,"The ""Fast Money"" traders give you 7 ways to trade Powell's comments today.",https://www.youtube.com/watch?v=awtvr5Lf4BU,Neutral,The Fed factor: 7 trades,CNBC Television,-1
2018-07-16 20:00:00-04:00,NFLX,netflix big reversal anything take tech nasdaq hits another time high cnbc melissa lee fast money traders tim seymour karen finerman steve grasso guy adami,"Can anything take tech down? Nasdaq hits another all-time high. With CNBC's Melissa Lee and the Fast Money traders, Tim Seymour, Karen Finerman, Steve Grasso and Guy Adami.",https://www.youtube.com/watch?v=YC7Dh6z0rgw,Neutral,Netflix's big reversal,CNBC Television,-1
2018-07-16 20:00:00-04:00,NFLX,walmart rival netflix amazon streaming video service report walmart reportedly considering taking netflix amazon launching streaming video service,Walmart is reportedly considering taking on Netflix and Amazon by launching a streaming video service.,https://www.youtube.com/watch?v=rbj0F-HAqS8,Neutral,"Walmart to rival Netflix, Amazon with streaming video service: report",Fox Business,-1
2018-07-16 20:00:00-04:00,NFLX,market rally without facebook amazon netflix google michael farr farr miller washington president kevin leary shares etfs chairman shark tank ceo discuss whether market continue go without key four tech stocks,"Michael Farr, Farr, Miller & Washington President, and Kevin O'Leary, O'Shares ETFs Chairman and ""Shark Tank"" CEO, discuss whether or not the market can continue to go up without the key four tech stocks.",https://www.youtube.com/watch?v=rf_ryd_NyQM,Neutral,"Can market rally without Facebook, Amazon, Netflix, Google?",CNBC Television,-1
2018-07-16 20:00:00-04:00,NFLX,jim cramer netflix goldman sachs bank america johnson johnson thestreet founder action alerts plus portfolio manager jim cramer weighs tuesday trending stocks floor new york stock exchange including goldman sachs bank america netflix johnson johnson,"TheStreet's founder and Action Alerts PLUS Portfolio Manager Jim Cramer weighs in on Tuesday's trending stocks from the floor of the New York Stock Exchange including Goldman Sachs, Bank of America, Netflix and Johnson & Johnson.",https://www.youtube.com/watch?v=q261njXimPU,Neutral,"Jim Cramer on Netflix, Goldman Sachs, Bank of America and Johnson & Johnson",The Street,-1
2018-07-23 20:00:00-04:00,NFLX,fang earnings fang stock quarterly results earnings season,Fang stock´s quarterly results for this earnings season.,https://www.youtube.com/watch?v=67YhfWWLXHw,Neutral,FANG Earnings,Zacks Investment Research,0
2018-07-23 20:00:00-04:00,NFLX,worried f n g dominance larry mcdonald acg analytics gives take big cap tech names,Larry McDonald of ACG Analytics gives his take on the big cap tech names.,https://www.youtube.com/watch?v=8_o78bjpbX4,Neutral,Should you be worried about F.A.N.G. dominance?,CNBC Television,0
2018-07-23 20:00:00-04:00,NFLX,closing bell exchange market looking growth names value discussing current state markets michael cuggino permanent portfolio steve grasso stuart frankel cnbc rick santelli,"Discussing the current state of the markets with Michael Cuggino, Permanent Portfolio; Steve Grasso, Stuart Frankel; and CNBC's Rick Santelli.",https://www.youtube.com/watch?v=I4jaNkMwyNI,Neutral,Closing Bell Exchange: Market looking for growth names over value,CNBC Television,0
