time,symbol,text,raw_text,url,src_sentiment,raw_title,source_name
2020-06-08 19:14:55-04:00,AMZN,cramer stocks helped power nasdaq new record high pandemic cnbc jim cramer details stocks helped power nasdaq time intraday high monday explains representative market airline cruise stocks,"CNBC's Jim Cramer details the stocks that helped power the Nasdaq to an all-time intraday high Monday and explains why they are ""more representative"" of the market than airline and cruise stocks.",https://www.youtube.com/watch?v=rvPSojcJgRE,Positive,Cramer: These 10 stocks helped power the Nasdaq to a new record high during the pandemic,CNBC Television
2020-06-08 18:41:18-04:00,AMZN,stock market rally amazon microsoft seattle companies bounce back march lows u stocks come roaring back despite millions people still unemployed due pandemic related layoffs threat covid lurking,U.S. stocks have come roaring back despite millions of people still unemployed due to pandemic-related layoffs and the threat of COVID-19 lurking.,https://www.geekwire.com/2020/stock-market-rally-amazon-microsoft-seattle-companies-bounce-back-march-lows/,Positive,"Stock market rally: Amazon, Microsoft, other Seattle companies bounce back from March lows",GeekWire
2020-06-08 17:38:50-04:00,AMZN,amazon benefits covid customer satisfaction rbc yahoo finance dan howley joins heidi chung break amazon benefited coronavirus rbc capital says customer satisfaction way,Yahoo Finance’s Dan Howley joins Heidi Chung to break down how Amazon has benefited from coronavirus and why RBC Capital says customer satisfaction is way down.,https://www.youtube.com/watch?v=UYDbgXyWGMw,Neutral,Amazon benefits from COVID-19 but customer satisfaction down: RBC,Yahoo Finance
2020-06-08 17:00:28-04:00,AMZN,amazon sues former aws marketing vp brian hall accepts google cloud job lawsuit filed amazon brian hall former amazon web services vice president product marketing alleges new role google cloud violates terms non compete agreement seattle company risks exposing valuable competitive information one biggest rivals,"A lawsuit filed by Amazon against Brian Hall, former Amazon Web Services vice president of product marketing, alleges that his new role at Google Cloud violates the terms of his non-compete agreement with the Seattle company and risks exposing valuable competitive information to one of its biggest rivals.",https://www.geekwire.com/2020/amazon-sues-former-aws-marketing-vp-brian-hall-accepts-google-cloud-job/,Negative,Amazon sues former AWS marketing VP Brian Hall after he accepts Google Cloud job,GeekWire
2020-06-08 16:34:42-04:00,AMZN,stocks keep running boeing soars microsoft amazon hit buy points stocks keep running boeing soars microsoft amazon hit buy points,"Stocks keep running: Boeing soars again, Microsoft, Amazon hit buy points.",https://www.youtube.com/watch?v=93wKw3s-_8o,Positive,"Stocks Keep Running: Boeing Soars; Microsoft, Amazon Hit Buy Points",Investors Business Daily
2020-06-08 14:20:32-04:00,AMZN,analyst amazon stock reach survey results show prime members purchases covid pandemic crushed companies across various industries amazon emerge structural winner global crisis see stock price continue rise,"The COVID-19 pandemic has crushed companies across various industries, but Amazon will emerge as a “structural winner” from the global crisis and see its stock price continue to rise.",https://www.geekwire.com/2020/analyst-amazon-stock-reach-3300-survey-results-show-prime-members-purchases/,Positive,"Analyst: Amazon stock to reach $3,300 as survey results show more Prime members and purchases",GeekWire
2020-06-08 13:31:14-04:00,AMZN,buy adobe apple amazon tech stocks market hit new highs ben rains look continued market rally major u indexes returning pre coronavirus highs episode dives adobe apple amazon see tech giants worth buying near new highs,"Ben Rains look at the continued market rally that has the major U.S. indexes returning to their pre-coronavirus highs. The episode then dives into Adobe, Apple, and Amazon, to see if any of the tech giants are worth buying near their new highs.",https://www.youtube.com/watch?v=nqIDApBsixk,Neutral,"Buy Adobe, Apple & Amazon as Tech Stocks and the Market Hit New Highs?",Zacks Investment Research
2020-06-08 13:30:58-04:00,AMZN,amazon ceo jeff bezos posts customer racist message calls customer happy lose part vaunted leadership principles amazon likes say starts customer works backwards shape business products,"As part of its vaunted leadership principles, Amazon likes to say it starts with the customer and works backwards to shape its business and products.",https://www.geekwire.com/2020/amazon-ceo-jeff-bezos-posts-customers-racist-message-calls-customer-im-happy-lose/,Neutral,"Amazon CEO Jeff Bezos posts customer’s racist message, calls him a ‘customer I’m happy to lose’",GeekWire
2020-06-08 12:27:33-04:00,AMZN,forget microsoft amd intel check stocks instead looks like last week optimism spilled strong monday markets already momentum shooting upside several top buys today identified ai technology,"Looks like last week's optimism has spilled over to the strong Monday the markets are already having. With momentum shooting to the upside, here are several top buys today as identified by our AI technology.",https://www.forbes.com/sites/qai/2020/06/08/forget-microsoft-amd-intel-and-check-out-these-5-stocks-instead/,Positive,"Forget Microsoft, AMD, Intel And Check Out These 5 Stocks Instead",Forbes
2020-06-08 11:47:00-04:00,AMZN,rbc raises amazon price target says covid winner rbc price target amazon implying upside,"RBC now has a $3,300 price target on Amazon, implying more than 30% upside.",https://www.fool.com/investing/2020/06/08/rbc-raises-amazon-price-target-to-3300-says-its-a.aspx,Positive,"RBC Raises Its Amazon Price Target to $3,300, Says It's a COVID-19 Winner",The Motley Fool
2020-06-08 11:10:16-04:00,AMZN,rbc lifts amazon price target street high says best global play e commerce shares e commerce giant amazon com inc nasdaq amzn received big price target boost rbc capital markets,"Shares of e-commerce giant Amazon.com, Inc. (NASDAQ: AMZN) received a big price target boost from RBC Capital Markets — here's why.",https://www.benzinga.com/analyst-ratings/analyst-color/20/06/16202119/rbc-lifts-amazon-price-target-to-street-high-3-300-says-its-best-global-play-on-e-c,Positive,"RBC Lifts Amazon Price Target To Street-High $3,300, Says It's 'Best Global Play' On E-Commerce",Benzinga
2020-06-08 10:43:00-04:00,AMZN,rbc raises amazon price target sales surge way go,"As sales surge, is up the only way to go?",https://www.fool.com/investing/2020/06/08/rbc-raises-amazon-price-target-to-3300.aspx,Positive,"RBC Raises Amazon Price Target to $3,300",The Motley Fool
2020-06-08 10:16:00-04:00,AMZN,employees sue amazon inadequate covid procedures e commerce giant says already follows public health safety protocols,The e-commerce giant says it already follows public health and safety protocols.,https://www.fool.com/investing/2020/06/08/employees-sue-amazon-for-inadequate-covid-19-proce.aspx,Negative,Employees Sue Amazon for Inadequate COVID-19 Procedures,The Motley Fool
2020-06-08 10:16:00-04:00,AMZN,amazon aws boost enterprise workspace services slack amazon amzn teams slack offer integrated enterprise software tools likely strengthen competitive position peers,"Amazon (AMZN) teams up with Slack to offer integrated enterprise software tools, which is likely to strengthen its competitive position against peers.",http://www.zacks.com/stock/news/971383/amazon-aws-to-boost-enterprise-workspace-services-with-slack,Positive,Amazon AWS to Boost Enterprise Workspace Services With Slack,Zacks Investment Research
